Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Debut_Year,is_foreign
Wooju,Cho Wooju,조우주,우주,21/01/2004,BLITZERS,12/05/2021,Wuzo,South Korea,,,,,,,M,2021.0,False
Woolim,Hwang Woolim,황우림,우림,29/08/1996,Playback,25/06/2015,Coridel,South Korea,,,,,,,F,2015.0,False
Woonggi,Cha Woonggi,차웅기,웅기,23/04/2002,TOO,1/04/2020,n.CH,South Korea,,,,,,,M,2020.0,False
Woono,Song Wonho,홍원호,우노,5/04/2003,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M,2022.0,False
Woori,Go Woori,고우리,우리,22/02/1988,Rainbow,12/11/2009,DSP,South Korea,,165.0,44.0,Jeonju,Rainbow Blaxx,,F,2009.0,False
Wooseok,Jeong Wooseok,정우석,우석,31/01/1998,PENTAGON,10/10/2016,Cube,South Korea,,,,,,,M,2016.0,False
Wooshin,Kim Wooseok,김우석,우신,27/10/1996,UP10TION,10/09/2015,TOP Media,South Korea,,,,Daejeon,,X1,M,2015.0,False
Woosu,Kim Minseok,김민석,우수,23/11/1999,IZ,31/08/2017,Music K,South Korea,,,,,,,M,2017.0,False
Woosung,Choi Sunghyuk,최성혁,우성,24/09/1994,SNUPER,16/11/2015,Widmay,South Korea,,,,Seoul,,,M,2015.0,False
Wooyeon,Park Jinkyung,박진경,우연,11/02/2003,woo!ah!,15/05/2020,NV,South Korea,,,,,,,F,2020.0,False
Wooyeop,Jo Wooyeop,조우엽,우엽,27/09/2000,TRCNG,10/10/2017,TS,South Korea,,179.0,,,,,M,2017.0,False
Wooyoung,Jang Wooyoung,장우영,우영,30/04/1989,2PM,4/07/2008,JYP,South Korea,,178.0,65.0,Busan,,,M,2008.0,False
Wooyoung,Hwang Wooyoung,황우영,우영,29/06/2003,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,,,,M,2022.0,False
Wooyoung,Jung Wooyoung,정우영,우영,26/11/1999,ATEEZ,24/10/2018,KQ,South Korea,,172.0,,,,,M,2018.0,False
Woozi,Lee Jihoon,이지훈,우지,22/11/1996,Seventeen,26/05/2015,Pledis,South Korea,,165.0,54.0,Busan,,,M,2015.0,False
Wow,Kim Seyoon,김세윤,와우,28/02/1993,A.C.E,23/05/2017,Beat,South Korea,,,,Gyeonggi,,,M,2017.0,False
Wyatt,Shim Jaeyoung,심재영,와이엇,23/01/1995,ONF,2/08/2017,WM,South Korea,,,,Seoul,,,M,2017.0,False
Xeheun,Lee Seheun,이세흔,세흔,11/07/1999,Girlkind,16/01/2018,Nextlevel,South Korea,,,162.0,,,,F,2018.0,False
XEN,Lee Jinwoo,이진우,젠,20/02/1998,OMEGA X,17/10/2016,JT Corea,South Korea,,,,,,1TEAM,M,2016.0,False
Xero,Shin Jiho,신지호,제로,3/02/1994,Topp Dogg,1/04/2020,n.CH,South Korea,,,,Gwangji,,,M,2020.0,False
Xia Junsu,Kim Junsu,김준수,시아 준수,15/12/1986,JYJ,8/09/2010,C-JeS,South Korea,,,,,,TVXQ,M,2010.0,False
Xiao,Lee Dongyeol,이동열,샤오,13/12/1998,UP10TION,10/09/2015,TOP Media,South Korea,,,,Busan,,,M,2015.0,False
XiaoTing,Shen Xiao Ting,션샤오팅,샤오팅,12/11/1999,Kep1er,1/03/2022,WakeOne,China,,168.0,,,,,F,2022.0,True
Xin,Wang Xinwi,왕씬위,씬,10/11/1996,VARSITY,5/01/2017,GKC,China,,185.0,,,,,M,2017.0,True
Xion,Son Dongju,손동주,시온,10/01/2000,Oneus,9/01/2019,RBW,South Korea,,,,,,,M,2019.0,False
Xiumin,Kim Minseok,김민석,시우민,26/03/1990,EXO,8/04/2012,SM,South Korea,,173.0,65.0,Guri,EXO-CBX,,M,2012.0,False
Xiweol,Kang Minseok,강민석,시월,21/10/1996,VARSITY,5/01/2017,GKC,South Korea,,174.0,,,,,M,2017.0,False
Xiyeon,Park Junghyun,박정현,시연,14/11/2000,Pristin,21/03/2017,Pledis,South Korea,,164.0,51.0,,,,F,2017.0,False
Y,Choi Sungyoon,최성윤,와이,31/07/1995,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M,2017.0,False
Yan An,Yan An,옌안,옌안,25/10/1996,PENTAGON,10/10/2016,Cube,China,,,,Shanghai,,,M,2016.0,True
Yano,Seo Sangwon,서상원,야노,27/09/1995,Topp Dogg,1/04/2020,n.CH,South Korea,,,,Seoul,,,M,2020.0,False
Yebin,Baek Yebin,백예빈,예빈,13/07/1997,DIA,14/07/2015,MBK,South Korea,,164.0,43.0,Chuncheon,UNI.T,,F,2015.0,False
Yebin,Kim Yebin,김예빈,예빈,1/11/2004,HOT ISSUE,17/05/2017,FNC,South Korea,,,,,,,F,2017.0,False
Yechan,Shin Yechan,신예찬,예찬,14/05/2001,OMEGA X,17/10/2016,JT Corea,South Korea,,183.0,64.0,Seoul,,1the9,M,2016.0,False
Yechan,Kim Yechan,김예찬,예찬,26/11/1995,Pink Fantasy,28/10/2018,My Doll,South Korea,,159.0,45.0,,,,F,2018.0,False
Yechan,Jeong Yechan,정예찬,예찬,27/10/2005,TRENDZ,5/01/2022,Interpark,South Korea,,,,Seoul,,,M,2022.0,False
Yechan,Lee Yechan,이예찬,예찬,21/10/2005,xikers,30/03/2023,KQ,South Korea,,,,Yesan,,,M,2023.0,False
Yedam,Bang Yedam,방예담,예담,7/05/2002,Treasure,7/08/2020,YG,South Korea,,,,,,,M,2020.0,False
YeeEun,Jang Yeeun,장예은,예은,10/08/1998,CLC,19/03/2015,Cube,South Korea,,166.0,,Dongducheon,,,F,2015.0,False
Yeeun,Hwang Yeeun,황예은,예은,12/01/1997,Blady,16/05/2011,Star Planet,South Korea,,,,Gimhae,,,F,2011.0,False
Yeham,Gu Yeham,구예함,예함,7/10/2005,CSR,27/07/2022,A2Z,South Korea,,,,Pyeongtaek,,,F,2022.0,False
Yehana,Kim Yewon,김예원,예하나,22/02/1999,Pristin,21/03/2017,Pledis,South Korea,,,,Ilsan,,,F,2017.0,False
Yehyeon,Kim Yehyeon,김예현,예현,12/09/1999,GIDONGDAE,3/04/2013,Simtong,South Korea,,176.0,63.0,,,,M,2013.0,False
Yein,Jeong Yein,정예인,예인,4/06/1998,Lovelyz,17/11/2014,Woollim,South Korea,,166.0,,Incheon,,,F,2014.0,False
Yein,Ahn Yein,안예인,예인,4/05/1995,MELODYDAY,25/09/2019,KD,South Korea,,168.0,,,,,F,2019.0,False
Yeji,Hwang Yeji,황예지,예지,26/05/2000,ITZY,12/02/2019,JYP,South Korea,,,,Seoul,,,F,2019.0,False
Yeju,Kim Yeju,김예주,예주,1/02/2004,ICHILLIN',8/09/2021,KM,South Korea,,,,,,,F,2021.0,False
Yejun,Oh Yejun,오예준,예준,23/08/2002,E'LAST,9/06/2020,E Entertainment,South Korea,,178.0,58.0,,,,M,2020.0,False
Yel,Han Shinyoung,한신영,옐,25/12/2004,H1-KEY,5/01/2022,GLG,South Korea,,172.0,,,,,F,2022.0,False
Yellow,Kim Eunbi,김은비,노랑,5/05/1993,Pungdeng-E,11/12/2013,DOMA,South Korea,,156.0,,Seoul,,,F,2013.0,False
Yena,Yang Yena,양예나,예나,22/05/2000,APRIL,24/08/2015,DSP,South Korea,,,,Daegu,,,F,2015.0,False
Yena,Jeong Yena,정예나,예나,10/04/2000,G-reyish,1/06/2017,Elijah,South Korea,,,,,,,F,2017.0,False
Yena,Choi Yena,최예나,예나,29/09/1999,IZ*ONE,29/10/2018,Off The Record,South Korea,,,,Seoul,,,F,2018.0,False
Yenny,Park Yeeun,박예은,예은,26/05/1989,Wonder Girls,13/02/2007,JYP,South Korea,,165.0,,Goyang,,,F,2007.0,False
Yeo One,Yeon Changgu,여창구,여원,27/03/1996,PENTAGON,10/10/2016,Cube,South Korea,,,,,,,M,2016.0,False
Yeoeun,Jung Jieun,정지은,여은,25/01/1990,MELODYDAY,25/09/2019,KD,South Korea,,169.0,,,,,F,2019.0,False
Yeojin,Im Yeojin,임여진,여진,11/11/2002,LOONA,20/08/2018,Blockberry,South Korea,,,,Guro,Loona 1/3,,F,2018.0,False
Yeonha,Ahn Yeonji,안연지,연하,19/05/2000,P.O.P,26/07/2017,DWM,South Korea,,,,Yeondong,,,F,2017.0,False
Yeonhee,Kim Yeonhee,김연희,연희,6/12/2000,Rocket Punch,7/08/2019,Woollim,South Korea,,161.0,,,,,F,2019.0,False
Yeonho,Ju Yeonho,주연호,연호,31/05/2000,Verivery,1/09/2019,Jellyfish,South Korea,,,,,,,M,2019.0,False
Yeonjae,Choi Yeonjae,최연재,연재,6/12/2000,mimiirose,16/09/2022,YES IM,South Korea,,171.0,,,,,F,2022.0,False
Yeonje,Yang Yeonje,양연제,혜성,15/10/1999,ALICE,1/07/2017,IOK Company,South Korea,,,,,,,F,2017.0,False
Yeonji,Kwak Yeonji,곽연지,연지,8/01/2008,tripleS,13/02/2023,MODHAUS,South Korea,,162.0,,Gwangju,,,F,2023.0,False
Yeonjoo,Song Yeonjoo,정연주,연주,26/06/1997,P.O.P,26/07/2017,DWM,South Korea,,,,Ansan,,,F,2017.0,False
Yeonjun,Choi Yeonjun,최연준,연준,13/09/1999,TXT,4/03/2019,Big Hit,South Korea,,183.0,63.0,,,,M,2019.0,False
Yeonjung,Yu Yeonjung,유연정,연정,3/08/1999,WJSN,25/02/2016,Starship,South Korea,,167.0,52.0,Gwangmyeong,,I.O.I,F,2016.0,False
Yeonkyu,Kim Yeonkyu,김연규,연규,3/05/2004,ATBO,27/07/2022,IST,South Korea,,171.0,,Seoul,,,M,2022.0,False
Yeonseo,Ryu Yeonseo,류연서,연서,26/09/2004,We;Na,5/09/2022,Shine E&M,South Korea,,158.0,45.0,,,,F,2022.0,False
Yeontae,Jeong Yeontae,정연태,연태,6/07/1992,IN2IT,27/01/2016,Star Empire,South Korea,,178.0,58.0,,,,M,2016.0,False
Yeoreum,Ahn Chaeyeon,안채연,여름,4/06/1996,Hello Venus,9/05/2012,Fantagio,South Korea,,167.0,48.0,,,,F,2012.0,False
Yeoreum,Lee Jinsook,이진숙,여름,10/01/1999,WJSN,25/02/2016,Starship,South Korea,,161.0,,Seoul,WJSN Chocome,,F,2016.0,False
Yeori,Choi Yeori,최여리,여리,8/09/1999,ARIAZ,23/10/2019,Rising Star,South Korea,,,,,,,F,2019.0,False
Yeori,Kim Soyeon,김소연,여리,30/05/1994,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,164.0,,Seoul,,,F,1999.0,False
Yeosang,Kang Yeosang,강여상,여상,15/06/1999,ATEEZ,24/10/2018,KQ,South Korea,,173.0,,Incheon,,,M,2018.0,False
Yeoun,Lee Kyeongbin,이경빈,여운,3/09/1997,ARGON,11/03/2019,MSH,South Korea,,,,,,,M,2019.0,False
Yeowool,Ha Yeowool,하여울,여울,11/04/1998,Purplebeck,24/06/2019,Majesty,South Korea,,163.0,46.0,,,,F,2019.0,False
Yeram,Yang Yeram,양예람,예람,31/03/2000,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M,2022.0,False
Yeri,Kim Yerim,김예림,예리,5/03/1999,Red Velvet,1/08/2014,SM,South Korea,,158.0,,Seoul,,,F,2014.0,False
Yerim,Jeong Yerim,정예림,예림,10/03/1997,Purplebeck,24/06/2019,Majesty,South Korea,,165.0,44.0,,,,F,2019.0,False
Yerin,Baek Yerin,백예린,백예린,26/06/1997,15&,5/10/2012,JYP,South Korea,,165.0,,Daejeon,,,F,2012.0,False
Yerin,Jung Yerin,정예린,예린,19/08/1996,Gfriend,15/01/2015,Source,South Korea,,167.0,,Incheon,,,F,2015.0,False
Yeryung,,,예령,22/06/2002,Lusty,26/06/2019,babaplay,South Korea,,169.0,49.0,Busan,,,F,2019.0,False
Yeseo,Kang Yeseo,강예서,예서,22/08/2005,Kep1er,1/03/2022,WakeOne,South Korea,,157.0,,,,Busters,F,2022.0,False
Yeseul,Kim Yeseul,김예슬,예슬,24/03/2004,Hi-L,11/08/2021,Kpop Live,South Korea,,,,,,,F,2021.0,False
Yeso,Lee Yeso,이예소,예소,13/11/2001,G-reyish,1/06/2017,Elijah,South Korea,,,,,,,F,2017.0,False
Yesung,Kim Jongwoon,김종운,예성,24/08/1984,Super Junior,6/11/2005,SM,South Korea,,178.0,64.0,Seoul,,,M,2005.0,False
Yeum,Jung Myeongwoo,정명우,예음,19/11/2001,PRIMROSE,13/03/2023,AO,South Korea,,,,,,,F,2023.0,False
Yewang,Seo Yewang,서예왕,예왕,12/03/2005,EPEX,8/06/2021,C9,South Korea,,180.0,64.0,,,,M,2021.0,False
Yewon,Park Yewon,박예원,예원,11/01/2004,HOT ISSUE,17/05/2017,FNC,South Korea,,,,,,,F,2017.0,False
Yewon,Han Yewon,한예원,예원,7/02/2003,mimiirose,16/09/2022,YES IM,South Korea,,170.0,,Seoul,,,F,2022.0,False
Yezi,Lee Yeji,이예지,예지,26/08/1994,Fiestar,31/08/2012,LOEN,South Korea,,161.0,,Gangneung,,,F,2012.0,False
Yibo,Wang Yibo,왕이보,이보,5/08/1997,UNIQ,20/10/2014,Yuehua,China,,182.0,65.0,,,,M,2014.0,True
Yijeong,Jang Yijeong,장이정,이정,10/09/1993,HISTORY,26/04/2013,LOEN,South Korea,,173.0,58.0,Jinju,,,M,2013.0,False
Yiren,Wang Yiren,왕이런,이런,29/12/2000,Everglow,18/03/2019,Yuehua,China,,,,,,,F,2019.0,True
Yixuan,Zhou Yixuan,조이쉔,이쉔,11/12/1990,UNIQ,20/10/2014,Yuehua,China,,183.0,65.0,,,,M,2014.0,True
Yiyeon,Jung Dasol,정다솔,이연,28/05/1995,BVNDIT,10/04/2019,MNH,South Korea,,,,,,,F,2019.0,False
Yoel,Kim Yoel,킴요엘,요엘,25/01/2001,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,Seoul,,,M,2022.0,False
Yohan,Kim Yohan,김요한,요한,22/09/1999,WEi,5/10/2020,OUI,South Korea,,181.0,66.0,,,X1,M,2020.0,False
Yonggeun,Jo Yonggeun,조용근,용근,23/01/1995,D1CE,1/08/2019,Happyface,South Korea,,174.0,54.0,,,,M,2019.0,False
Yongguk,Bang Yongguk,방용국,용국,31/03/1990,B.A.P,27/01/2012,TS,South Korea,,182.0,60.0,Incheon,,,M,2012.0,False
Yongha,Yoo Yongha,유용하,용하,11/01/1999,WEi,5/10/2020,OUI,South Korea,,177.0,64.0,,,1the9,M,2020.0,False
Yonghee,Kim Yonghee,김용희,용희,17/02/2000,CIX,23/07/2019,C9,South Korea,,177.0,59.0,,,,M,2019.0,False
Yonghoon,Jin Yonghoon,진용훈,용훈,17/08/1994,Onewe,9/01/2019,RBW,South Korea,,,,,,MAS,M,2019.0,False
Yonghwa,Jung Yonghwa,정용화,용화,22/06/1989,CNBLUE,14/01/2010,FNC,South Korea,,,,Seoul,,,M,2010.0,False
Yongseok,Choi Yongseok,최용석,용석,23/05/1996,CHECKMATE,19/06/2012,Yedang,South Korea,,,,,,,M,2012.0,False
Yongseok,Kim Yongseok,김용석,용석,8/01/1993,CROSS GENE,8/07/2012,Amuse,South Korea,,176.0,64.0,Seoul,,,M,2012.0,False
Yongseung,Kim Yongseung,김용승,용승,17/06/2000,Verivery,1/09/2019,Jellyfish,South Korea,,,,,,,M,2019.0,False
Yooa,Yoo Siah,유시아,유아,17/09/1995,Oh My Girl,21/04/2015,WM,South Korea,,160.0,50.0,Seoul,,,F,2015.0,False
Yoochun,Park Yoochun,박유천,유천,4/07/1986,JYJ,8/09/2010,C-JeS,South Korea,,,,Seoul,,TVXQ,M,2010.0,False
Yoohyeon,Kim Yoohyeon,김유현,유현,7/01/1997,Dreamcatcher,13/01/2017,Happy Face,South Korea,,171.0,,Incheon,,Minx,F,2017.0,False
Yoojin,Ahn Yoojin,안유진,유진,29/02/2000,ARTBEAT,16/11/2022,AB Creative,South Korea,,,,,,,F,2022.0,False
Yoojun,Jung Gun,정건,유준,27/12/2000,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M,2020.0,False
Yoojun,Jun Yoojun,정유준,유준,26/07/1995,D1CE,1/08/2019,Happyface,South Korea,,,,,,,M,2019.0,False
Yoojung,Lee Taeyeop,이태엽,유정,19/05/1997,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,,,,M,2019.0,False
Yoojung,Choi Yoojung,최유정,유정,12/11/1999,Weki Meki,8/08/2017,Fantagio,South Korea,,,,Guri,I.O.I| WJMK,,F,2017.0,False
Yoomin,Na Yoomin,나유민,유민,29/08/1993,MELODYDAY,25/09/2019,KD,South Korea,,165.0,,,,,F,2019.0,False
Yoon,Heo Yoon,허윤,윤,23/09/1994,4TEN,26/08/2014,Jungle,South Korea,,,,,,,F,2014.0,False
Yoon,Ji Hayoon,지하윤,윤,8/07/1997,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,162.0,,Busan,,,F,1999.0,False
Yoon,Shim Jayoon,심자윤,윤,14/04/2004,STAYC,12/11/2020,Hi-Up,South Korea,,171.0,49.0,Gwangju,,,F,2020.0,False
Yoon,Kang Seungyoon,강승윤,승윤,21/01/1994,WINNER,12/08/2014,YG,South Korea,,,,Busan,,,M,2014.0,False
Yoona,Ogura Yuuna,오구라 유우나,유우나,13/10/2000,bugAboo,25/10/2021,A team,Japan,,,,Sapporo,,,F,2021.0,True
Yoona,Im Yoona,임윤아 ,윤아,30/05/1990,SNSD,4/08/2021,Good Luck,South Korea,,166.0,47.0,Seoul,,,F,2021.0,False
Yoonhye,Jung Yoonhye,정윤혜,윤혜,4/10/2001,FANATICS,6/08/2019,FENT,South Korea,,173.0,,,FANATICS FLAVOR,,F,2019.0,False
Yoonhye,Jung Yoonhye,정윤혜,윤혜,14/04/1990,Rainbow,12/11/2009,DSP,South Korea,,166.0,47.0,Daejeon,,,F,2009.0,False
Yoonji,,,윤지,21/07/1998,Lusty,26/06/2019,babaplay,South Korea,,163.0,45.0,,,,F,2019.0,False
Yoonjo,Shin Yoonjo,신윤조,윤조,14/12/1992,UNI.T,18/05/2018,Unit Culture,South Korea,,,,Seoul,,Hello Venus,F,2018.0,False
Yoonsan,Yoon Sanghyuk,윤상혁,윤산,22/08/1994,HOTSHOT,29/10/2014,Star Crew,South Korea,,,,,,,M,2014.0,False
Yoonsung,Cho Yoonsung,조윤성,윤성,13/11/2003,8TURN,30/01/2023,MNH,South Korea,,177.0,62.0,Seoul,,,M,2023.0,False
Yoonwoo,Lee Choonghyun,이충현,윤우,28/08/2000,TRENDZ,5/01/2022,Interpark,South Korea,,,,,,,M,2022.0,False
Yooyeon,Kim Yooyeon,김유연,유연,9/02/2001,tripleS,13/02/2023,MODHAUS,South Korea,,164.0,46.0,Seoul,,,F,2023.0,False
Yooyoung,Lee Yooyoung,이유영,유영,23/01/1995,Hello Venus,9/05/2012,Fantagio,South Korea,,170.0,49.0,Suwon,,,F,2012.0,False
Yoseob,Yang Yoseob,양요섭,요섭,5/01/1990,Highlight,14/10/2009,Around Us,South Korea,,171.0,56.0,Seoul,,Beast,M,2009.0,False
Yoshi,Kanemoto Yoshinori,카네모토 요시노리,요시,15/05/2000,Treasure,7/08/2020,YG,Japan,,179.0,59.0,Kobe,,,M,2020.0,True
You,Kim Taeyou,김태유,유,17/11/1999,ABLUE,23/10/2022,J-Star,South Korea,,178.0,70.0,,,BECZ,M,2022.0,False
Youi,Kim Jihyeo,유아이,유아이,24/04/2000,Dreamnote,7/11/2018,iME,South Korea,,163.0,45.0,,,,F,2018.0,False
Young K,Kang Young-hyun,강영현,영케이,19/12/1993,DAY6,7/09/2015,JYP,South Korea,Canada,,,,,,M,2015.0,False
Youngbin,Lee Youngbin,이영빈,영빈,23/11/2001,BLANK2Y,24/05/2022,Keystone,South Korea,,,,,,,M,2022.0,False
Youngbin,Jeong Youngbin,정영빈,영빈,5/10/1998,Luminous,9/09/2021,Barunson,South Korea,,172.0,55.0,Seongju,,,M,2021.0,False
Youngbin,Kim Youngbin,김영빈,영빈,23/11/1993,SF9,5/10/2016,FNC,South Korea,,,,,,,M,2016.0,False
Youngeun,Seo Youngeun,서영은,영은,27/12/2004,Kep1er,1/03/2022,WakeOne,South Korea,,159.0,,,,,F,2022.0,False
Youngheun,Go Youngheun,고영흔,영흔,20/11/1994,Blackswan,16/10/2020,DR,South Korea,,,,,,,F,2020.0,False
Youngho,Noh Youngho,노영호,영호,24/03/1993,SIGNAL,28/08/2019,J-Star,South Korea,,,,,,,M,2019.0,False
Younghoon,Kim Younghoon,김영훈,영훈,8/08/1997,The Boyz,31/12/2017,Cre.Ker,South Korea,,182.0,63.0,,,,M,2017.0,False
Youngjae,Yoo Youngjae,유영재,영재,24/01/1994,B.A.P,27/01/2012,TS,South Korea,,178.0,65.0,Seoul,,,M,2012.0,False
Youngjae,Choi Youngjae,최영재,영재,17/09/1996,GOT7,16/01/2014,JYP,South Korea,,175.0,59.0,Mokpo,,,M,2014.0,False
Youngji,Hur Youngji,허영지,영지,30/08/1994,KARA,29/03/2007,DSP,South Korea,,,,Goyang,,,F,2007.0,False
Youngmin,Jo Youngmin,조영민,영민,24/04/1995,Boyfriend,26/05/2011,Starship,South Korea,,180.0,,Anyang,,,M,2011.0,False
Youngseo,Ryu Youngseo,류영서,영서,13/06/2002,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M,2020.0,False
Youngwoong,Cho Youngwoon,조영웅,영웅,1/05/1999,14U,17/04/2017,BG,South Korea,,,,,,,M,2017.0,False
Yua,Mikami Yua,미카미 유아,유아,16/08/1993,Honey Popcorn,21/03/2018,Kyun Create,Japan,,,,,,,F,2018.0,True
Yubeen,Jin Yubeen,진유빈,유빈,5/09/2006,TRACER,3/04/2022,Gleamedia,South Korea,,,,,,,F,2022.0,False
Yubin,Oh Yubin,오유빈,유빈,26/11/1998,ARTBEAT,16/11/2022,AB Creative,South Korea,,162.0,47.0,,,,F,2022.0,False
Yubin,Kim Yubin,김유빈,유빈,27/02/2002,Bling Bling,17/11/2020,Major9,South Korea,,166.0,47.0,,,,F,2020.0,False
Yubin,Jang Yubin,장유빈,유빈,10/06/2004,Mirae,17/03/2021,DSP,South Korea,,,,,,,M,2021.0,False
Yubin,Bae Yubin,배유빈,유빈,9/09/1997,Oh My Girl,21/04/2015,WM,South Korea,,161.0,49.0,Chuncheon,,,F,2015.0,False
Yubin,Gong Yubin,공유빈,유빈,3/02/2005,tripleS,13/02/2023,MODHAUS,South Korea,,163.0,,Yongin,,,F,2023.0,False
Yubin,Kim Yubin,김유빈,유빈,4/10/1988,Wonder Girls,13/02/2007,JYP,South Korea,,163.0,,Gwangju,,,F,2007.0,False
Yue,Nancy Yang,낸시 양,유에,3/07/2004,Lapillus,22/06/2022,MLD,USA,China,163.0,48.0,,,,F,2022.0,True
Yuem,Park Subin,박수빈,유음,25/12/1996,H.U.B,9/02/2017,New Planet,South Korea,,,,,,,F,2017.0,False
Yugyeom,Kim Yugyeom,김유겸,유겸,17/11/1997,GOT7,16/01/2014,JYP,South Korea,,180.0,64.0,Namyangju,,,M,2014.0,False
Yuha,Kang Kyungwon,강경원,유하,5/11/1997,Hinapia,3/11/2019,Alseulbit,South Korea,,170.0,50.0,,,Pristin,F,2019.0,False
Yujeong,Nam Yujeong,남유정,유정,2/05/1991,Brave Girls,8/04/2011,Brave,South Korea,,,,Seoul,,,F,2011.0,False
Yujeong,Lee Yujeong,이유정,유정,14/06/2004,LIGHTSUM,10/06/2021,Cube,South Korea,,160.0,41.0,,,,F,2021.0,False
Yuji,Son Yuji,손유지,유지,25/11/1998,3YE,21/05/2019,GH,South Korea,,160.0,45.0,,,Apple.B,F,2019.0,False
Yujin,Ahn Yujin,안유진,유진,1/09/2003,IVE,1/12/2021,Starship,South Korea,,,,Cheongju,,IZ*ONE,F,2021.0,False
Yujin,Choi Yujin,최유진,유진,12/08/1996,Kep1er,1/03/2022,WakeOne,South Korea,,164.0,,Jeonju,,CLC,F,2022.0,False
Yujin,Seo Yoojin,소유진,유진,18/06/1994,Playback,25/06/2015,Coridel,South Korea,,,,,,,F,2015.0,False
Yujin,Jeong Yujin,정유진,유진,23/10/1989,S#aFLA,14/07/2021,Winnerzone,South Korea,,,,,,D-Unit,F,2021.0,False
Yuju,Choi Yuju,최유주,유주,5/03/1997,Cherry Bullet,21/01/2019,FNC,South Korea,,,,,,,F,2019.0,False
Yuju,Choi Yuna,최유나,유주,4/10/1997,Gfriend,15/01/2015,Source,South Korea,,169.0,,Goyang,,,F,2015.0,False
Yujun,Jung Yujun,정유준,유준,5/10/2005,xikers,30/03/2023,KQ,South Korea,,,,Incheon,,,M,2023.0,False
Yuki,Mori Koyuki,모리 코유키,유키,6/11/2002,Purple Kiss,15/03/2021,RBW,Japan,,,,,,,F,2021.0,True
Yuki,Lim Jiyeon,임지연,유키,30/01/2002,Saturday,18/07/2018,SD,South Korea,,161.0,44.0,,,,F,2018.0,False
Yuku,Amanumu Yuku,아마누마 유쿠,유쿠,12/05/2002,DKB,3/02/2020,Brave,Japan,,176.0,55.0,,,,M,2020.0,True
Yukyung,Lee Yukyung,이유경,유경,5/11/1999,ALICE,1/07/2017,IOK Company,South Korea,,,,,,,F,2017.0,False
Yuna,Seo Yuna,서유나,유나,30/12/1992,AoA,30/07/2012,FNC,South Korea,,163.0,45.0,Busan,AOA BLACK,,F,2012.0,False
Yuna,Lee Yuna,이유나,유나,6/04/1993,Brave Girls,8/04/2011,Brave,South Korea,,,,Seoul,,,F,2011.0,False
Yuna,Iimura Yuna,이이무라 유나,유나,23/04/2005,CSR,27/07/2022,A2Z,Japan,,,,Ibaraki,,,F,2022.0,True
Yuna,Shin Yuna,신유나,유나,9/12/2003,ITZY,12/02/2019,JYP,South Korea,,,,Suwon,,,F,2019.0,False
Yungyu,Lee Yungyu,이윤규,윤규,7/11/2005,8TURN,30/01/2023,MNH,South Korea,,175.0,62.0,,,,M,2023.0,False
Yunho,Jeong Yunho,정윤호,윤호,23/03/1999,ATEEZ,24/10/2018,KQ,South Korea,,184.0,,Gwangju,,,M,2018.0,False
Yunji,Kim Yunji,김윤지,윤지,26/08/1996,ARIAZ,23/10/2019,Rising Star,South Korea,,,,,,,F,2019.0,False
Yunji,Lee Yunji,이윤지,윤지,4/04/1992,Playback,25/06/2015,Coridel,South Korea,,,,,,,F,2015.0,False
Yunjin,Huh Yunjin,허윤진,윤진,8/10/2001,LE SSERAFIM,2/05/2022,Source,South Korea,,171.0,53.0,,,,F,2022.0,False
Yunju,Seo Yunju,서윤주,윤주,26/12/2005,mimiirose,16/09/2022,YES IM,South Korea,,162.0,,Pohang,,,F,2022.0,False
Yunkyung,Seo Yunkyung,서윤경,윤경,1/11/2001,Rocket Punch,7/08/2019,Woollim,South Korea,,161.0,,,,,F,2019.0,False
Yunmin,Yun Min,윤민,윤민,26/02/2001,Newkidd,25/04/2019,J-FLO,South Korea,,,,,,,M,2019.0,False
Yunseong,Hwang Yunseong,황윤성,윤성,30/10/2000,DRIPPIN,26/10/2020,Woollim,South Korea,Seoul,181.0,60.0,,,,M,2020.0,False
Yunseul,Hwang Nayoon,황나윤,윤슬,30/03/1999,IRRIS,6/07/2022,Mellow,South Korea,,,,Seoul,,Good Day| RedSquare,F,2022.0,False
Yunsung,Hwang Yunsung,황윤성,윤성,19/03/1996,Romeo,4/11/2015,CT,South Korea,,,,,,,M,2015.0,False
Yuqi,Song Yuqi,송우기,우기,23/09/1999,(G)I-DLE,2/05/2018,Cube,China,,162.0,48.0,Beijing,,,F,2018.0,True
Yura,Kim Ahyoung,김아영,유라,6/11/1992,Girl's Day,9/07/2010,DreamT,South Korea,,168.0,49.0,Ulsan,,,F,2010.0,False
